CowTagID,Taxa,pcover,Taxon_Group,Morph2,Calc,ER,FE,PC1,PC2,PC3,PC4,Location,AlphaTag,LiveCoral,DeadCoral,Rubble,Sand,lat,lon,meanRugosity,complexity,Salinity,Temperature,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,NbSp,NbSpP,NbFEs,NbFEsP,resSp,resSpp,resFE,resFEp,Community
V4,Galaxaura rugosa,1.098901099,Rhodophyta,Br,AC,Auto,"Rhodophyta,Br,AC,Auto",-0.233556666,0.465670288,-0.017800168,0.179547164,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Galaxaura rugosa,1.098901099,Rhodophyta,Br,AC,Auto,"Rhodophyta,Br,AC,Auto",-0.233556666,0.465670288,-0.017800168,0.179547164,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Pocillopora acuta,7.692307692,Cnidaria,Br,Herm,Mix,"Cnidaria,Br,Herm,Mix",0.5403978,0.274438289,0.104112248,0.203078658,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Pocillopora acuta,7.692307692,Cnidaria,Br,Herm,Mix,"Cnidaria,Br,Herm,Mix",0.5403978,0.274438289,0.104112248,0.203078658,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Pocillopora acuta,7.692307692,Cnidaria,Br,Herm,Mix,"Cnidaria,Br,Herm,Mix",0.5403978,0.274438289,0.104112248,0.203078658,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Porites rus,8.791208791,Cnidaria,Mas,Herm,Mix,"Cnidaria,Mas,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Porites rus,8.791208791,Cnidaria,Mas,Herm,Mix,"Cnidaria,Mas,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Porites rus,8.791208791,Cnidaria,Mas,Herm,Mix,"Cnidaria,Mas,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Valonia fastigiata,2.197802198,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Valonia fastigiata,2.197802198,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Valonia fastigiata,2.197802198,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Dictyota bartayresiana,1.098901099,Phaeophyta,Br,NC,Auto,"Phaeophyta,Br,NC,Auto",-0.306918107,0.063309071,0.075271858,0.066811846,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Dictyota bartayresiana,1.098901099,Phaeophyta,Br,NC,Auto,"Phaeophyta,Br,NC,Auto",-0.306918107,0.063309071,0.075271858,0.066811846,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Dictyota bartayresiana,1.098901099,Phaeophyta,Br,NC,Auto,"Phaeophyta,Br,NC,Auto",-0.306918107,0.063309071,0.075271858,0.066811846,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Lithophyllum kotschyanum,2.197802198,Rhodophyta,Enc,Non-AC,Auto,"Rhodophyta,Enc,Non-AC,Auto",-0.228713802,0.181262259,-0.466964874,-0.056168589,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Lithophyllum kotschyanum,2.197802198,Rhodophyta,Enc,Non-AC,Auto,"Rhodophyta,Enc,Non-AC,Auto",-0.228713802,0.181262259,-0.466964874,-0.056168589,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Lithophyllum kotschyanum,2.197802198,Rhodophyta,Enc,Non-AC,Auto,"Rhodophyta,Enc,Non-AC,Auto",-0.228713802,0.181262259,-0.466964874,-0.056168589,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Lendenfeldia chondrodes,2.197802198,Porifera,Enc,NC,Het,"Porifera,Enc,NC,Het",-0.079766235,-0.447046291,-0.297428336,0.198869818,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Lendenfeldia chondrodes,2.197802198,Porifera,Enc,NC,Het,"Porifera,Enc,NC,Het",-0.079766235,-0.447046291,-0.297428336,0.198869818,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Lendenfeldia chondrodes,2.197802198,Porifera,Enc,NC,Het,"Porifera,Enc,NC,Het",-0.079766235,-0.447046291,-0.297428336,0.198869818,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Amphiroa fragilissima,1.098901099,Rhodophyta,Br,AC,Auto,"Rhodophyta,Br,AC,Auto",-0.233556666,0.465670288,-0.017800168,0.179547164,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Amphiroa fragilissima,1.098901099,Rhodophyta,Br,AC,Auto,"Rhodophyta,Br,AC,Auto",-0.233556666,0.465670288,-0.017800168,0.179547164,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Amphiroa fragilissima,1.098901099,Rhodophyta,Br,AC,Auto,"Rhodophyta,Br,AC,Auto",-0.233556666,0.465670288,-0.017800168,0.179547164,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Dictyosphaeria sp.,1.098901099,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Dictyosphaeria sp.,1.098901099,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Dictyosphaeria sp.,1.098901099,Chlorophyta,Cushion,NC,Auto,"Chlorophyta,Cushion,NC,Auto",-0.320176911,-0.177064929,0.221185299,-0.01059397,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Leptastrea transversa,1.098901099,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Leptastrea transversa,1.098901099,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Leptastrea transversa,1.098901099,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Montipora setosa,1.098901099,Cnidaria,Dig,Herm,Mix,"Cnidaria,Dig,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Montipora setosa,1.098901099,Cnidaria,Dig,Herm,Mix,"Cnidaria,Dig,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Montipora setosa,1.098901099,Cnidaria,Dig,Herm,Mix,"Cnidaria,Dig,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Montipora verrilli,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Montipora verrilli,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Montipora verrilli,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Halimeda opuntia,5.494505495,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Halimeda opuntia,5.494505495,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Halimeda opuntia,5.494505495,Chlorophyta,Br,AC,Auto,"Chlorophyta,Br,AC,Auto",-0.265626119,0.310827563,0.25719819,0.078306332,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Stylocoeniella armata,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Stylocoeniella armata,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Stylocoeniella armata,0,Cnidaria,Enc,Herm,Mix,"Cnidaria,Enc,Herm,Mix",0.573258235,-0.11298855,-0.28019897,0.052730492,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Danafungia scruposa,0,Cnidaria,Mush,Herm,Mix,"Cnidaria,Mush,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Danafungia scruposa,0,Cnidaria,Mush,Herm,Mix,"Cnidaria,Mush,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Danafungia scruposa,0,Cnidaria,Mush,Herm,Mix,"Cnidaria,Mush,Herm,Mix",0.629072745,0.017304531,0.047957664,-0.01008525,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Discosoma nummiforme,0,Cnidaria,Poly,NC,Mix,"Cnidaria,Poly,NC,Mix",0.357533302,-0.297795893,0.147488576,0.111234078,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Discosoma nummiforme,0,Cnidaria,Poly,NC,Mix,"Cnidaria,Poly,NC,Mix",0.357533302,-0.297795893,0.147488576,0.111234078,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Discosoma nummiforme,0,Cnidaria,Poly,NC,Mix,"Cnidaria,Poly,NC,Mix",0.357533302,-0.297795893,0.147488576,0.111234078,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Amansia rhodantha,0,Rhodophyta,Br,NC,Auto,"Rhodophyta,Br,NC,Auto",-0.313408236,0.149679088,0.020890779,0.227991419,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Amansia rhodantha,0,Rhodophyta,Br,NC,Auto,"Rhodophyta,Br,NC,Auto",-0.313408236,0.149679088,0.020890779,0.227991419,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
V4,Amansia rhodantha,0,Rhodophyta,Br,NC,Auto,"Rhodophyta,Br,NC,Auto",-0.313408236,0.149679088,0.020890779,0.227991419,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,9,34.61538462,4,33.33333333,-0.825082152,-5.863397872,-1.849571501,3.531491723,Macroalgae
V4,Lobophora variegata,0,Phaeophyta,Enc,NC,Auto,"Phaeophyta,Enc,NC,Auto",-0.283301599,-0.225007503,-0.227293657,-0.04944717,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,18,35.29411765,11,50,1.558828993,3.056527438,-0.723922755,-3.290557979,Full Community
V4,Lobophora variegata,0,Phaeophyta,Enc,NC,Auto,"Phaeophyta,Enc,NC,Auto",-0.283301599,-0.225007503,-0.227293657,-0.04944717,Varari,P,9.714285714,51.42857143,21.14285714,17.71428571,-17.54024902,-149.900454,0.671592775,0.328407225,0.150184414,2.042221801,0.193556807,6.593406593,65.32051031,48.49701972,5,27.77777778,4,66.66666667,1.318367103,7.324261684,1.222849997,20.38083328,Stony Coral
